idx,abstract,context,entities,id,info,title
159,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Soon after <strong>the group [Cass Elliot]</strong> formed, she and <strong>Mr. Doherty</strong> began an affair, which did n't long remain a secret from Mr. Phillips, who wound up writing about his wife 's infidelity in songs like'' I Saw Her Again.'' [...]</td>",<th>Cass Elliot</th><th>Denny Doherty</th>,24872_1172355_21_21,"<td>Cass Elliot , also known as Mama Cass, was an American singer and actress, best known as a member of the Mamas & the Papas. After the group broke up, she released five solo albums. In 1998, she was posthumously inducted into the Rock and Roll Hall of Fame for her work with the Mamas & the Papas.</td><td>Dennis Gerrard Stephen Doherty was a Canadian musician, singer, songwriter and actor. He was most widely known as a founding member of the 1960s musical group The Mamas & the Papas.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Television/Radio; A Rock Music 'Papa' Finds Calmer Waters As a Children's Host (2000/01/30)</td>
160,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Mr. McMillan</strong> will take over a$ 20 billion conglomerate that owns brands like Hanes underwear, Playtex bras, Coach leather goods, Ball Park hot dogs and Sara Lee baked goods. When <strong>Mr. Bryan</strong> became chief executive in 1975, the company was called Consolidated Foods and had revenue of about$ 2.4 billion. [...]</td>",<th>John Bryan</th><th>Steven McMillan</th>,24003_1171977_14_15,"<td>For the congressman, see John Heritage Bryan.John H. Bryan was an American businessman who was the chairman and CEO of Sara Lee Corporation from 1975 until 2001. He also was the philanthropic driving force behind the creation of Millennium Park in Chicago.</td><td>C. Steven McMillan is an American businessman. He served as Chief Executive Officer of the Sara Lee Corporation from 2000 to 2005.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Sara Lee Sets Timetable for Shift in Power (2000/01/28)</td>
161,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] At a dinner Saturday night in the Marlborough Suite at the Dukes Hotel in London, Mr. Rubin, chairman of <strong>Citigroup 's [Citigroup]</strong> executive committee, assured <strong>Schroders</strong> executives that Salomon no longer was the'' rough and tumble'' trading operation it had been 10 years ago, according to a person who was there. [...]</td>",<th>Citigroup</th><th>Schroders</th>,14820_1169795_14_14,"<td>Citigroup Inc. or Citi is an American multinational investment bank and financial services corporation headquartered in New York City. The company was formed by the merger of banking giant Citicorp and financial conglomerate Travelers Group in 1998; Travelers was subsequently spun off from the company in 2002. Citigroup owns Citicorp, the holding company for Citibank, as well as several international subsidiaries.</td><td>Schroders plc is a British multinational asset management company, founded in 1804. The company employs over 5,000 people worldwide in 32 different countries around Europe, America, Asia, Africa and the Middle East. Headquartered in the City of London, it is traded on the London Stock Exchange and is a constituent of the FTSE 100 Index. Schroders has two share classes: voting shares and non-voting shares .</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Citigroup Plans To Purchase Schroders Unit (2000/01/19)</td>
162,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Lord Russell-Johnston made another appeal for a cease-fire but Vladimir Rushailo, <strong>Russia 's [Russia]</strong> interior minister, said he hoped the attack on <strong>Grozny</strong> would result in a speedy victory. [...]</td>",<th>Grozny</th><th>Russia</th>,52_1169804_43_43,"<td>Grozny is the capital city of Chechnya, Russia. The city lies on the Sunzha River. According to the 2010 Census, it had a population of 271,573; up from 210,720 recorded in the 2002 Census, but still only about two-thirds of 399,688 recorded in the 1989 Census. It was previously known as Groznaya .</td><td>Russia , or the Russian Federation , is a transcontinental country in Eastern Europe and North Asia. At 17,125,200 square kilometres , Russia is by a considerable margin the largest country in the world by area, covering more than one-eighth of the Earth's inhabited land area, and the ninth most populous, with about 146.80 million people as of 2019, including Crimea.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>In Onslaught, Russian Force Enters Grozny (2000/01/19)</td>"
163,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Two conservatives are also running: <strong><strong>Murray Sabrin</strong>, a former Libertarian Party candidate for governor</strong>, and Brian T. Kennedy, a lawyer. In the months since the governor withdrew from the race, Mr. Gormley, Mr. Franks and <strong>Mr. Treffinger</strong> have been furiously lobbying members of the party establishment, and endorsements have been doled out largely along geographical lines. [...]</td>",<th>James Treffinger</th><th>Murray Sabrin</th>,26826_1172892_23_24,"<td>James William Treffinger is a disbarred American lawyer and Republican Party politician who served as County Executive of Essex County, New Jersey from 1995 to 2003. He pleaded guilty to federal charges of obstruction of justice and mail fraud in 2003.</td><td>Murray Sabrin is a professor of finance in the Anisfield School of Business at Ramapo College in New Jersey and was a candidate for US Senate in 2018.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>In New Jersey, Both Parties Find Tumult in Senate Primaries (2000/01/31)</td>"
164,,"<td colspan=3><strong_blue>Abstract of the article: </strong_blue>Joanne Woodward, in recent phone conversation, comments on joint effort with Elissa Getto and Janice Muirhead to reorganize and revitalize Westport Country Playhouse in Connecticut</td>",<th>Elissa Getto</th><th>Janice Muirhead</th><th>Joanne Woodward</th>,25018_1172440,"<td>No information found.</td><td>Garfield: A Tail of Two Kitties is a 2006 British-American live-action/computer-animated family comedy film directed by Tim Hill and written by Joel Cohen and Alec Sokolow. It is the sequel to the 2004 film Garfield: The Movie. The film stars Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Ian Abercrombie, Roger Rees, Lucy Davis, Oliver Muirhead, Bill Murray, Tim Curry, Bob Hoskins, Rhys Ifans, Vinnie Jones, Joe Pasquale, Richard E. Grant, Jane Leeves and Roscoe Lee Browne.</td><td>Joanne Gignilliat Trimmier Woodward is an American actress, producer, and philanthropist. She is best known for her performance in The Three Faces of Eve , which earned her an Academy Award for Best Actress and a Golden Globe Award for Best Actress in a Motion Picture – Drama.</td>",<td colspan=3><strong_blue>Title of the article: </strong_blue>Dreaming Big Dreams in Westport (2000/01/30)</td>
165,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>He [James Joyce]</strong> is <strong>the self-absorbed only child [James Joyce]</strong> in an actual family of 10 -- the venerated one, who is, with respect to <strong>his [James Joyce]</strong> mother,'' monstrously indifferent to her reality,'' in <strong>O'Brien 's [Edna O'Brien]</strong> impressively assured estimation. [...]</td>",<th>Edna O'Brien</th><th>James Joyce</th>,5502_1166983_11_11,"<td>Edna O'Brien,  is an Irish novelist, memoirist, playwright, poet and short story writer. Philip Roth described her as ""the most gifted woman now writing in English"", while the former President of Ireland Mary Robinson cited her as ""one of the great creative writers of her generation"".O'Brien's works often revolve around the inner feelings of women, and their problems in relating to men, and to society as a whole.</td><td>James Augustine Aloysius Joyce was an Irish novelist, short story writer, poet, teacher, and literary critic. He contributed to the modernist avant-garde and is regarded as one of the most influential and important authors of the 20th century. Joyce is best known for Ulysses , a landmark work in which the episodes of Homer's Odyssey are paralleled in a variety of literary styles, most famously stream of consciousness.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Oh Joist, Poor Joist (2000/01/09)</td>"
166,,"<td colspan=3><strong_blue>Abstract of the article: </strong_blue>Ida Vincent, woman who heard gunshots that killed Amadou Diallo, testifies that moments after shooting stopped someone outside her bedroom window said, 'O.K., O.K., we just want to say this;' Thomas Bell, Diallo neighbor, testifies that there was pause between two volleys of gunshots</td>",<th>Amadou Diallo</th><th>Ida Vincent</th><th>Thomas Bell</th>,35210_1174884,"<td>The shooting of Amadou Diallo occurred on February 4, 1999, when Amadou Diallo, a 23-year-old immigrant from Guinea, was shot and killed by four New York City Police Department plain-clothed officers—Sean Carroll, Richard Murphy, Edward McMellon and Kenneth Boss—after they mistook him for a rape suspect from one year earlier. The officers fired a combined total of 41 shots, 19 of which struck Diallo, outside his apartment at 1157 Wheeler Avenue in the Soundview section of The Bronx. The four were part of the now-defunct Street Crimes Unit.</td><td>Ida Bell Wells-Barnett was an African-American investigative journalist, educator, and an early leader in the civil rights movement. She was one of the founders of the National Association for the Advancement of Colored People . She arguably became the most famous black woman in America, during a life that was centered on combating prejudice and violence, who fought for equality for African Americans, especially women.Wells was born into slavery in Holly Springs, Mississippi and freed by the Emancipation Proclamation during the American Civil War.</td><td>Thomas Cowan Bell was one of the seven founders of Sigma Chi Fraternity.</td>",<td colspan=3><strong_blue>Title of the article: </strong_blue>Witness at Diallo Trial Says She Heard Talk After Police Gunfire (2000/02/08)</td>
167,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] A pupil of Fred Hersch, <strong>Mr. Iverson</strong> admits to having been influenced by everyone from Thelonious Monk and Ornette Coleman to such avant-garde classical composers as Frederic Rzewski. Mr. <strong>Morris</strong> revels in <strong>his [Mark Morris]</strong> ability to improvise fluently in awkward compound meters, and the two men are forever trying to outwit each other during company class; instead of the usual bland classical fare, <strong>Mr. Iverson</strong> is prone to serve up such startling accompaniments as a piece of faux-Brahms in 5/4 time, or an eerily accurate impression of the boogie-woogie pianist Jimmy Yancey.'' [...]</td>",<th>Ethan Iverson</th><th>Mark Morris</th>,5808_1167063_110_111,"<td>Ethan Iverson is a pianist, composer, and critic best known for his work in the avant-garde jazz trio The Bad Plus with bassist Reid Anderson and drummer Dave King.</td><td>Mark William Morris is an American dancer, choreographer and director whose work is acclaimed for its craftsmanship, ingenuity, humor, and at times eclectic musical accompaniments. Morris is popular among dance aficionados, the music world, as well as mainstream audiences.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>A Choreographer Who First Hears the Dance (2000/01/09)</td>
168,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Mr. Stoppard</strong> hopscotches through time in dissecting these feelings, bringing the aged Housman -LRB- <strong>Mr. Cromwell</strong> -RRB- face to face with his young self -LRB- Jason Butler Harner -RRB-. [...]</td>",<th>James Cromwell</th><th>Tom Stoppard</th>,24206_1172145_31_31,"<td>James Oliver Cromwell is an American actor. Some of his more notable films include Babe , Star Trek: First Contact , L.A.</td><td>Sir Tom Stoppard  is a Czech-born British playwright and screenwriter. He has written prolifically for TV, radio, film and stage, finding prominence with plays such as Arcadia, The Coast of Utopia, Every Good Boy Deserves Favour, Professional Foul, The Real Thing, The Invention of Love, and Rosencrantz and Guildenstern Are Dead. He co-wrote the screenplays for Brazil, The Russia House, and Shakespeare in Love, and has received an Academy Award and four Tony Awards.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Oscar Wilde As a Rocket, Housman As a Shadow (2000/01/29)</td>"
169,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] The book, <strong>he [Michael Isikoff]</strong> says,'' recycled ridiculous innuendo about me: I was, <strong>Toobin</strong> argued, one of Clinton 's longtime` enemies' who was supposedly motivated in my reporting by my` greed' for a book contract.'' [...]</td>",<th>Jeffrey Toobin</th><th>Michael Isikoff</th>,34306_1174628_8_8,"<td>Jeffrey Ross Toobin is an American lawyer, blogger, author, pundit, and legal analyst for CNN and The New Yorker. During the Iran–Contra affair, he served as an associate counsel in the Department of Justice, and moved from law into writing during the 1990s.</td><td>Michael R. Isikoff is an American investigative journalist who is currently the Chief Investigative Correspondent at Yahoo! News. He is the co-author with David Corn of the book entitled Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump, published on March 13, 2018.From July 2010 to April 2014, Isikoff was the national investigative correspondent for NBC News. He resigned from NBC, citing the network's move in a direction that left him with ""fewer opportunities"" for his work.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Reporters Square Off Over Clinton Scandal (2000/02/07)</td>
170,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] At one point, <strong>Mr. Bradley</strong> even mimicked the quavering voice of a timid person in describing what <strong>he [Bill Bradley]</strong> said was <strong>Mr. Gore 's [Al Gore]</strong> limited health care proposal. [...]</td>",<th>Al Gore</th><th>Bill Bradley</th>,2_1168701_19_19,"<td>Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992, and the pair was re-elected in 1996. Near the end of Clinton's second term, Gore was selected as the Democratic nominee for the 2000 presidential election but lost the election in a very close race after a Florida recount.</td><td>William Warren Bradley is an American politician and former professional basketball player. He served three terms as a Democratic U.S. Senator from New Jersey. He ran unsuccessfully for the Democratic Party's nomination for president in the 2000 election.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Eyes on Iowa, Bradley Jabs as Gore Holds Back Punch (2000/01/15)</td>"
171,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Next month, at the beginning of his seventh year as chairman of the <strong>City Planning Commission</strong> and director of the <strong>City Planning Department</strong>, Mr. Rose will formally send out the amendment for review by community planning boards. [...]</td>",<th>City Planning Commission</th><th>City Planning Department</th>,25059_1172475_18_18,"<td>No information found.</td><td>The Department of City Planning is the department of the government of New York City responsible for setting the framework of city's physical and socioeconomic planning. The department is responsible for land use and environmental review, preparing plans and policies, and providing information to and advising the Mayor of New York City, Borough presidents, the New York City Council, Community Boards and other local government bodies on issues relating to the macro-scale development of the city.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>A Complex Plan's Aim: Simpler Zoning Rules (2000/01/30)</td>
172,,"<td colspan=3><strong_blue>Mentions of the entities: </strong_blue>[...] Some of the bullets hit Mr. Diallo as he was falling or'' actually on the ground,'' <strong>Mr. Warner</strong> said. <strong>Officers <strong>Carroll</strong></strong> and Edward McMellon each fired 16 shots, <strong>Officer Kenneth Boss</strong> fired 5 times and Officer Richard Murphy fired 4 times, he said.'' [...]</td>",<th>Eric Warner</th><th>Kenneth Boss</th><th>Sean Carroll</th>,1333_1173581_23_24,"<td>Warner Bros. Entertainment Inc. , commonly referred to as Warner Bros. and abbreviated as WB, is an American entertainment company headquartered in Burbank, California and a subsidiary of AT&T's WarnerMedia. Founded in 1923, it has operations in film, television and video games and is one of the ""Big Five"" major American film studios, as well as a member of the Motion Picture Association of America .</td><td>The shooting of Amadou Diallo occurred on February 4, 1999, when Amadou Diallo, a 23-year-old immigrant from Guinea, was shot and killed by four New York City Police Department plain-clothed officers—Sean Carroll, Richard Murphy, Edward McMellon and Kenneth Boss—after they mistook him for a rape suspect from one year earlier. The officers fired a combined total of 41 shots, 19 of which struck Diallo, outside his apartment at 1157 Wheeler Avenue in the Soundview section of The Bronx. The four were part of the now-defunct Street Crimes Unit.</td><td>Sean Michael Carroll is a theoretical physicist specializing in quantum mechanics, gravity, and cosmology. He is a research professor in the Department of Physics at the California Institute of Technology. He has been a contributor to the physics blog Cosmic Variance, and has published in scientific journals such as Nature as well as other publications, including The New York Times, Sky & Telescope, and New Scientist.</td>",<td colspan=3><strong_blue>Title of the article: </strong_blue>Lawyer for Officer on Trial Says Diallo's Actions Led to His Death (2000/02/03)</td>
173,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] It seems to me that all the major themes in the novels of Eliot were written as a response to social Darwinism,'' <strong>Ms. Hrdy</strong> said, and more specifically as a response to <strong>Herbert Spencer</strong>, who coined the phrase'' survival of the fittest,'' which Darwin adopted. [...]</td>",<th>Herbert Spencer</th><th>Sarah Hrdy</th>,2245_1165040_8_8,"<td>Herbert Spencer was an English philosopher, biologist, anthropologist, sociologist, and prominent classical liberal political theorist of the Victorian era.</td><td>Sarah Hrdy is an American anthropologist and primatologist who has made major contributions to evolutionary psychology and sociobiology. She is considered ""a highly recognized pioneer in modernizing our understanding</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Works In Progress From All Over; Eliot's Sly Revenge Against a Darwinist (2000/01/01)</td>
174,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Gore</strong> advisers said that the media reaction had been so intense that they felt the vice president needed to revise his statements. The <strong>Gore</strong> campaign has been courting blacks and gays, and Mr. Gore 's backtracking on the litmus test and on <strong>Ms. Brazile 's [Donna Brazile]</strong> comments suggested that the campaign had perhaps gone too far on both counts. [...]</td>",<th>Al Gore</th><th>Donna Brazile</th>,5342_1166914_27_28,"<td>Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992, and the pair was re-elected in 1996. Near the end of Clinton's second term, Gore was selected as the Democratic nominee for the 2000 presidential election but lost the election in a very close race after a Florida recount.</td><td>Donna Lease Brazile is an American political strategist, campaign manager, political analyst, author, and Fox News contributor. She is a member of the Democratic Party, briefly serving as the interim chair of the Democratic National Committee in spring 2011, and again from July 2016 to February 2017.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>GORE, IN REVERSAL, SHUNS LITMUS TEST OVER GAY TROOPS (2000/01/08)</td>"
175,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] Mr. McCain had Representative Lindsey Graham, Republican of <strong><strong>South Carolina</strong>, one</strong> of the managers of Mr. Clinton 's impeachment, enthusiastically campaigning for him. Mr. Bush 's call for tax cuts, which was the centerpiece of his <strong>New Hampshire</strong> campaign, did not come until near the end of his speech, and it was not mentioned at all by former Gov. David Beasley of <strong><strong>South Carolina</strong>, who introduced Mr. Bush</strong>. [...]</td>",<th>New Hampshire</th><th>South Carolina</th>,109_1173584_54_55,"<td>New Hampshire is a state in the New England region of the northeastern United States. It is bordered by Massachusetts to the south, Vermont to the west, Maine and the Atlantic Ocean to the east, and the Canadian province of Quebec to the north. New Hampshire is the 5th smallest by area and the 10th least populous of the 50 states.</td><td>South Carolina ) is a state in the Southeastern United States and the easternmost of the Deep South. It is bordered to the north by North Carolina, to the southeast by the Atlantic Ocean, and to the southwest by Georgia across the Savannah River.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>McCain and Bush Revving Up Their Campaigns (2000/02/03)</td>
176,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>He [Glenn Foley]</strong> 's <strong>a guy who 's been patient [Glenn Foley]</strong>, and making the best of it. I 'm real happy for <strong>Ray [Ray Lucas]</strong>.'' [...]</td>",<th>Glenn Foley</th><th>Ray Lucas</th>,2341_1165064_18_19,"<td>Glenn Foley is a former American football quarterback. He played professionally in the National Football League with the New York Jets from 1994 to 1998 and the Seattle Seahawks in 1999 and in the Arena Football League with the New Jersey Gladiators in 2002.</td><td>Ray Lucas  is a former American football quarterback in the National Football League. He played for three teams, the New England Patriots, New York Jets, Miami Dolphins during his seven-year career from 1996 to 2002. He is currently a studio analyst for the show Jets Nation on New York City-based sports network SportsNet New York.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>A Quarterback Reverse: Lucas Stars as Foley Sits (2000/01/01)</td>
177,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] The two went back to the <strong>Zarinsky</strong> home in Linden that night, and <strong>Mr. Zarinsky 's [Robert Zarinsky]</strong> mother, Veronica, dressed their wounds, which were relatively minor, according to accounts given last year by <strong>Judith Sapsa</strong>, <strong><strong>Mr. Zarinsky 's [Robert Zarinsky]</strong> younger sister [Judith Sapsa]</strong>. [...]</td>",<th>Judith Sapsa</th><th>Robert Zarinsky</th>,10711_1168684_21_21,"<td>No information found.</td><td>Robert Zarinsky was a convicted murderer and suspected serial killer from Linden, New Jersey.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Unraveling Family Secret, Man Admits Role in '58 Murder of Officer (2000/01/15)</td>"
178,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] In the current trial, <strong>Mr. Schwarz</strong> stands accused of conspiring to obstruct justice by concocting a false story about the incident with <strong>Officer [Justin Volpe]</strong> Thomas Bruder and <strong>Officer [Justin Volpe]</strong> Thomas Wiese, who were acquitted of a separate attack on Mr. Louima. [...]</td>",<th>Charles Schwarz</th><th>Justin Volpe</th>,2147_1173801_10_10,"<td>Abner Louima is a Haitian man who was assaulted, brutalized, and sexually abused in 1997 by officers of the New York City Police Department after he was arrested outside a Brooklyn nightclub. His injuries were so severe as to require three major surgeries. At first the police attempted to cover up the attack.</td><td>Abner Louima is a Haitian man who was assaulted, brutalized, and sexually abused in 1997 by officers of the New York City Police Department after he was arrested outside a Brooklyn nightclub. His injuries were so severe as to require three major surgeries. At first the police attempted to cover up the attack.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Jury Is Selected for Second Louima Trial (2000/02/04)</td>
179,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>He [Bill Parcells]</strong> believed that by elevating <strong>Groh</strong>, the coaching staff and players would find stability. [...]</td>",<th>Al Groh</th><th>Bill Parcells</th>,545_1170437_23_23,"<td>Albert Michael Groh II is an American football analyst and former player and coach. He served as the head football coach at Wake Forest University from 1981 to 1986 and at the University of Virginia from 2001 to 2009, compiling a career college football coaching record of 85–92. Groh was also the head coach for the New York Jets of the National Football League for one season, in 2000, tallying a mark of 9–7. He last coached as the defensive coordinator for Georgia Tech in 2012.</td><td>Duane Charles ""Bill"" Parcells , also known as The Big Tuna, is a former American football coach, best known as a head coach in the National Football League for 19 seasons. He rose to prominence as the head coach of the New York Giants, whom he led to two Super Bowl titles. Parcells later served as the head coach of the New England Patriots, New York Jets, and Dallas Cowboys. Throughout his career, he coached teams that were in a period of decline and turned them into postseason contenders.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Jets Set to Name Groh, Parcells's Choice, as Coach (2000/01/22)</td>"
180,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] In the early 1970 's, when <strong>Mr. Rove</strong> was <strong>a student active with the College Republicans, a national organization [Karl Rove]</strong>, <strong>he [Karl Rove]</strong> became friendly with another rising political operative, Lee Atwater, who went on to serve as the principal strategist for the successful 1988 presidential bid of <strong>Mr. Bush 's [George Bush]</strong> father. [...]</td>",<th>George Bush</th><th>Karl Rove</th>,6895_1167798_40_40,"<td>George Walker Bush is an American politician and businessman who served as the 43rd president of the United States from 2001 to 2009. He had previously served as the 46th governor of Texas from 1995 to 2000.</td><td>Karl Christian Rove is an American Republican political consultant and policy advisor. He was Senior Advisor and Deputy Chief of Staff during the George W. Bush administration until his resignation on August 31, 2007. He has also headed the Office of Political Affairs, the Office of Public Liaison, and the White House Office of Strategic Initiatives. Since leaving the White House, Rove has worked as a political analyst and contributor for Fox News, Newsweek and The Wall Street Journal.</td>","<td colspan=2><strong_blue>Title of the article: </strong_blue>Behind Bush Juggernaut, An Aide's Labor of Loyalty (2000/01/11)</td>"
181,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>After little more than a year as Barnesandnoble.com 's chief executive, <strong>Jonathan Bulkeley</strong> announced his departure from the No. 2 online bookseller yesterday, saying that he wanted to devote more time to his own Internet investments and his growing family. The resignation of <strong><strong>Mr. <strong>Bulkeley</strong></strong>, 39</strong>, effective in February, came after discussions between <strong>him [Jonathan Bulkeley]</strong> and <strong>Leonard Riggio</strong>, the chairman and chief executive of Barnes& Noble Inc., which owns the bookstore in a partnership with Bertelsmann, the media conglomerate. [...]</td>",<th>Jonathan Bulkeley</th><th>Stephen Riggio</th>,8845_1168254_1_2,<td>No information found.</td><td></td>,<td colspan=2><strong_blue>Title of the article: </strong_blue>Chief Leaving No. 2 Online Bookseller (2000/01/13)</td>
182,,"<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Four of roughly two dozen guards who oversee women's quarters in Westchester County jail are arrested on sex-abuse charges, including raping and sodomizing prisoners and forcing them to strip in exchange for medication; County Executive Andrew J Spano says that sexual mistreatment by four male guards is such an abuse of power that he will change jail's work rules by requiring that only women be allowed to guard female prisoners' housing block; guards are identified as Robert Escalera, Carlos Aldarondo, Michael Downey and Javier Corona</td>",<th>Carlos Aldarondo</th><th>Robert Escalera</th>,21184_1171794,"<td>Edison Misla Aldarondo is a Puerto Rican Republican politician who served as the Speaker of the Puerto Rican House of Representatives from 1997 to 2001. He was a founder of the pro-statehood New Progressive Party of Puerto Rico . He had also served as Representative from the 4th District from 1977 to 2002, and as Chairman of the San Juan NPP Municipal Committee from 1998 to 1999.</td><td>No information found.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>4 Guards Held In Sexual Abuse Of Women In County Jail (2000/01/27)</td>
183,,"<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Mike Tyson's adviser, Shelly Finkel, says if Shannon Briggs is fighting on Feb card it would eliminate him as opponent for Tyson in March</td>",<th>Shannon Briggs</th><th>Shelly Finkel</th>,32174_1173882,"<td>Shannon Briggs is an American professional boxer. A veteran of the sport since 1992, he has held a world heavyweight championship twice, including the lineal title from 1997 to 1998, and the WBO title from 2006 to 2007. Briggs is known for his formidable punching power, possessing an 88.3% knockout-to-win ratio, with 37 knockout wins in the first round. He holds notable wins over heavyweight champions; George Foreman, Ray Mercer and Siarhei Liakhovich.</td><td>Sheldon ""Shelly"" Finkel is an American boxing and music manager and promoter. Finkel received the Boxing Writers Association of America Manager of the Year award in 1990 and 1993. He was inducted into the International Boxing Hall of Fame in 2010. Finkel now currently serves as the Chairman of Strategy and Entertainment for LiveStyle.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Tyson-Briggs Bout In March Is Unlikely (2000/02/04)</td>
184,,<td colspan=2><strong_blue>Abstract of the article: </strong_blue>Pres Clinton draws hoots and laughs in his State of Union address when he misspeaks in a passage on proposal last year by Vice Pres Al Gore to improve quality of life in American cities; Clinton refers to Gore's efforts to make cities more 'liberal' when he meant to say 'livable'</td>,<th>Al Gore</th><th>Bill Clinton</th>,16_1172032,"<td>Albert Arnold Gore Jr. is an American politician and environmentalist who served as the 45th vice president of the United States from 1993 to 2001. Gore was Bill Clinton's running mate in their successful campaign in 1992, and the pair was re-elected in 1996. Near the end of Clinton's second term, Gore was selected as the Democratic nominee for the 2000 presidential election but lost the election in a very close race after a Florida recount.</td><td>William Jefferson Clinton is an American politician who served as the 42nd president of the United States from 1993 to 2001. Prior to the presidency, he was the governor of Arkansas from 1979 to 1981, and again from 1983 to 1992, and the attorney general of Arkansas from 1977 to 1979. A member of the Democratic Party, Clinton was ideologically a New Democrat, and many of his policies reflected a centrist ""Third Way"" political philosophy.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>Slip of Lip on Gore (2000/01/28)</td>
185,,"<td colspan=2><strong_blue>Mentions of the entities: </strong_blue>[...] <strong>Russia</strong> intends to maintain the dynamics of <strong>its [Russia]</strong> bilateral ties with <strong>Iran</strong> in the military, military-technical, scientific-technical and energy fields,'' said Defense Minister Igor Sergeyev, according to the Interfax news service. [...]</td>",<th>Iran</th><th>Russia</th>,765_1169416_33_33,"<td>Iran, also called Persia, and officially the Islamic Republic of Iran, is a country in Western Asia. With over 81 million inhabitants, Iran is the world's 18th most populous country. Its territory spans 1,648,195 km2 , making it the second largest country in the Middle East and the 17th largest in the world. Iran is bordered to the northwest by Armenia and the Republic of Azerbaijan, to the north by the Caspian Sea, to the northeast by Turkmenistan, to the east by Afghanistan and Pakistan, to the south by the Persian Gulf and the Gulf of Oman, and to the west by Turkey and Iraq.</td><td>Russia , or the Russian Federation , is a transcontinental country in Eastern Europe and North Asia. At 17,125,200 square kilometres , Russia is by a considerable margin the largest country in the world by area, covering more than one-eighth of the Earth's inhabited land area, and the ninth most populous, with about 146.80 million people as of 2019, including Crimea.</td>",<td colspan=2><strong_blue>Title of the article: </strong_blue>C.I.A. Tells Clinton An Iranian A-Bomb Can't Be Ruled Out (2000/01/17)</td>
